qseqid	sseqid	genus	prevalence
Annotated_MAGs.concoct.138	SRR7457754_k141_1641201	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_944440	Unknown	NA
Annotated_MAGs.concoct.138	UHO343_k141_112349	Unknown	NA
Annotated_MAGs.concoct.138	UHO343_k141_112349	Unknown	NA
Annotated_MAGs.concoct.138	LH1_460_k141_257415	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457737_k141_402358	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_358601	Unknown	NA
Annotated_MAGs.concoct.138	LH1_258_k141_877647	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457737_k141_402358	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096750_k119_157110	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683063_k141_268244	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241737_k141_793017	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457777_k141_444802	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_358601	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241643_k141_69329	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096756_k119_85291	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457777_k141_228044	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241643_k141_69329	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241643_k141_69329	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241643_k141_69329	Unknown	NA
Annotated_MAGs.concoct.138	SRR6323492_k141_206465	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457762_k141_116971	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457737_k141_402358	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683063_k141_268244	Unknown	NA
Annotated_MAGs.concoct.138	LH1_258_k141_877647	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683051_k141_545952	Unknown	NA
Annotated_MAGs.concoct.138	SRR6323492_k141_206465	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_358601	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683051_k141_545952	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457759_k141_290848	Unknown	NA
Annotated_MAGs.concoct.138	SRR6323492_k141_206465	Unknown	NA
Annotated_MAGs.concoct.138	SRR6323492_k141_206465	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683051_k141_545952	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241858_k141_16938|provirus_53597_120393	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241737_k141_793017	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096750_k119_157110	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683040_k141_45165|provirus_11147_50541	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683064_k141_28672|provirus_10767_57087	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457757_k141_791391_1	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685276_k141_682967|provirus_68456_135913	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457743_k141_740023|provirus_2_49539	Unknown	NA
Annotated_MAGs.concoct.138	LH1_258_k141_877647	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457756_k141_371073|provirus_617433_673870_1	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457739_k141_20363	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683042_k141_800754_1	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685252_k141_476224	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685275_k141_464714	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685275_k141_464714	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096750_k119_157110	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096750_k119_157110	Unknown	NA
Annotated_MAGs.concoct.138	SRR6323492_k141_206465	Unknown	NA
Annotated_MAGs.concoct.138	LH1_258_k141_877647	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457737_k141_402358	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241643_k141_69329	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_358601	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241933_k141_525508|provirus_226535_272439	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457770_k141_297701	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457762_k141_116971	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096756_k119_85291	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457777_k141_228044	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_171644	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457740_k141_850003	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_171644	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_171644	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241808_k141_388393	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457737_k141_395081	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241848_k141_132047	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241693_k141_301488	Unknown	NA
Annotated_MAGs.concoct.138	SRR17836587_k141_18594	Unknown	NA
Annotated_MAGs.concoct.138	SRR17836583_k141_4618	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685254_k141_1239554	Unknown	NA
Annotated_MAGs.concoct.14	SRR7685263_k141_766831	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241893_k141_293141|provirus_19891_59617	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241755_k141_157681	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323223_k141_221794	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323175_k141_17333	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323563_k141_122508	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7685263_k141_766831	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	LH1_587_k141_81715	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7683045_k141_284841	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241730_k141_165932|provirus_117575_158664	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	LH1_352_k141_272876	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457752_k141_288426	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457766_k141_24558	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323539_k141_258533	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	LH1_399_k141_94751	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241954_k141_448050|provirus_124574_156059	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241900_k141_134503	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323563_k141_122508	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	ERR2241893_k141_293141|provirus_19891_59617	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457749_k141_581000	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457749_k141_581000	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323175_k141_17333	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	LH1_399_k141_94751	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR6323539_k141_258533	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457766_k141_24558	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.14	SRR7457752_k141_288426	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.140	ERR2241815_k141_301074	Unknown	NA
Annotated_MAGs.concoct.140	ERR2241815_k141_301074	Unknown	NA
Annotated_MAGs.concoct.140	ERR2241815_k141_301074	Unknown	NA
Annotated_MAGs.concoct.140	ERR2241815_k141_301074	Unknown	NA
Annotated_MAGs.concoct.141	ERR2241770_k141_176895|provirus_92_30433_1	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	UHO64_k141_27201	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	LH1_587_k141_81715	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	UHO427_k141_17251	g_Limosilactobacillus	Prevalent in LSL
Annotated_MAGs.concoct.141	UHO275_k141_27335	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	ERR2241803_k141_35748_1	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	UHO177_k141_39954	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	UHO399_k141_21770|provirus_14247_54187	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	SRR7457752_k141_288426	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	LH1_386_k141_234769|provirus_3_57502	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	LH1_386_k141_234769|provirus_3_57502	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	UHO275_k141_27335	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	SRR6323373_k141_47575	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	SRR6323507_k141_100848	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.141	SRR7685264_k141_118002	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.71	SRR6323260_k141_43231|provirus_3_36913	Unknown	NA
Annotated_MAGs.concoct.71	SRR6323260_k141_43231|provirus_3_36913	Unknown	NA
Annotated_MAGs.concoct.71	ERR2241939_k141_557448	Unknown	NA
Annotated_MAGs.concoct.71	SRR7685266_k141_1130919	Unknown	NA
Annotated_MAGs.concoct.71	SRR6323260_k141_43231|provirus_3_36913	Unknown	NA
Annotated_MAGs.concoct.71	SRR6323260_k141_43231|provirus_3_36913	Unknown	NA
Annotated_MAGs.concoct.72	UHO279_k141_791	Unknown	NA
Annotated_MAGs.concoct.72	SRR7457778_k141_924026	Unknown	NA
Annotated_MAGs.concoct.72	SRR17836600_k141_8843	Unknown	NA
Annotated_MAGs.concoct.72	UHO279_k141_791	Unknown	NA
Annotated_MAGs.concoct.72	UHO306_k141_51390|provirus_68815_110913	Unknown	NA
Annotated_MAGs.concoct.72	UHO279_k141_791	Unknown	NA
Annotated_MAGs.concoct.72	UHO279_k141_791	Unknown	NA
Annotated_MAGs.concoct.74	ERR2241858_k141_1025465	Unknown	NA
Annotated_MAGs.concoct.76	UHO134_k141_62356	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO370_k141_213651	g_Lactobacillus	Prevalent in LSL
Annotated_MAGs.concoct.76	UHO388_k141_62669	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241851_k141_622885	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7685246_k141_231571	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241753_k141_778170	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO201_k141_31057	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241694_k141_711706	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241899_k141_12043	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7683028_k141_89718	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7685280_k141_241546	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO15_k141_29833	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241851_k141_582523	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241919_k141_61163	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO15_k141_29833	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO15_k141_29833	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO268_k141_8479	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO50_k141_30263	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	LH1_552_k141_48818	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO15_k141_29833	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO15_k141_29833	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO259_k141_49988	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241632_k141_357916|provirus_7878_56535	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	LH1_552_k141_48818	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO28_k141_39819|provirus_242_41361	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO161_k141_2191	g_Lactobacillus	Prevalent in LSL
Annotated_MAGs.concoct.76	LH1_384_k141_465844	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO50_k141_30263	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO221_k141_4485	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO161_k141_2191	g_Lactobacillus	Prevalent in LSL
Annotated_MAGs.concoct.76	LH1_384_k141_465844	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7683037_k141_699091	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO352_k141_38903	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	UHO413_k141_32747	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7457753_k141_228113	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241690_k141_179959	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	ERR2241733_k141_291335	g_Lactobacillus	NA
Annotated_MAGs.concoct.76	SRR7685271_k141_1086081	g_Lactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241957_k141_491946	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	UHO106_k141_114823	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR6323216_k141_71596	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241852_k141_730172	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241899_k141_18474	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685263_k141_606771	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_560_k141_77342	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241977_k141_9026	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241902_k141_193871|provirus_500_39600	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685261_k141_38850	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241891_k141_9929	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR6323263_k141_229949	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241748_k141_166587	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7683062_k141_1141786	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685265_k141_765014	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241828_k141_475184	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	UHO106_k141_114823	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR6323216_k141_71596	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241852_k141_730172	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241899_k141_18474	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_552_k141_128930	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685263_k141_606771	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	LH1_560_k141_77342	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241977_k141_9026	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241902_k141_193871|provirus_500_39600	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685261_k141_38850	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241891_k141_9929	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR6323263_k141_229949	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241748_k141_166587	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7683062_k141_1141786	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685265_k141_765014	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241828_k141_475184	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241957_k141_491946	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241957_k141_491946	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	SRR7685278_k141_108183	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.79	ERR2241957_k141_491946	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.38	LH1_581_k141_24356|provirus_48720_88578	g_Streptococcus	NA
Annotated_MAGs.concoct.38	LH1_581_k141_24356|provirus_48720_88578	g_Streptococcus	NA
Annotated_MAGs.concoct.38	UHO131_k141_42147	g_Streptococcus	NA
Annotated_MAGs.concoct.38	LH1_581_k141_24356|provirus_48720_88578	g_Streptococcus	NA
Annotated_MAGs.concoct.4	ERR2241937_k141_719848	Unknown	NA
Annotated_MAGs.concoct.4	LH1_248_k141_137308	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_927113	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683063_k141_240750	Unknown	NA
Annotated_MAGs.concoct.4	SRR5280758_k141_21002|provirus_49_37728	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685250_k141_792174	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457782_k141_826391	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241693_k141_445409	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683064_k141_836399	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_147211	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096736_k119_8428	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457781_k141_496757|provirus_11204_166727_1	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241937_k141_412859	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_147211	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457781_k141_496757|provirus_11204_166727_1	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241937_k141_412859	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241972_k141_178234	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096758_k119_323874	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241862_k141_976541	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241704_k141_313487	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241937_k141_412859	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730721_k141_215616|provirus_11150_46600	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683064_k141_836399	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241862_k141_976541	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241854_k141_397474	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685245_k141_201345	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457739_k141_465705	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_147211	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457781_k141_496757|provirus_11204_166727_1	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096758_k119_323874	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683064_k141_836399	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241848_k141_176223	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685245_k141_201345	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241855_k141_696965	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457739_k141_465705	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096758_k119_323874	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457739_k141_465705	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_147211	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457739_k141_465705	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241854_k141_397474	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457739_k141_667451	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730747_k141_154422|provirus_32945_66339	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683027_k141_1124296	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457781_k141_289645	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683027_k141_1124296	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683027_k141_1124296	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457737_k141_1182023	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241905_k141_548098	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683027_k141_1124296	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457781_k141_289645	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685254_k141_507036	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685254_k141_507036	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457754_k141_1861456	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685244_k141_686045	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683061_k141_565099	Unknown	NA
Annotated_MAGs.concoct.4	SRR5280758_k141_247526|provirus_110_43249	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457743_k141_1465874	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241939_k141_280147	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241647_k141_776400	Unknown	NA
Annotated_MAGs.concoct.4	UHO281_k141_19529|provirus_26392_58815	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241805_k141_572549	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730745_k141_463228|provirus_5398_47139	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730745_k141_463228|provirus_5398_47139	Unknown	NA
Annotated_MAGs.concoct.4	SRR6323333_k141_196313|provirus_27744_71723	Unknown	NA
Annotated_MAGs.concoct.4	SRR6323527_k141_552158	Unknown	NA
Annotated_MAGs.concoct.4	SRR6323205_k141_412786	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457763_k141_65434	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685252_k141_261981	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096753_k119_303434	Unknown	NA
Annotated_MAGs.concoct.4	LH1_243_k141_755474	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457778_k141_787303	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457740_k141_1003645|provirus_2_23922	Unknown	NA
Annotated_MAGs.concoct.4	ERR864206_k141_1747	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730716_k141_145791|provirus_31074_86762_1	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685254_k141_952152	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685252_k141_848036	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683029_k141_440680	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683063_k141_1514863	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457762_k141_12548	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457743_k141_803002	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683036_k141_716024	Unknown	NA
Annotated_MAGs.concoct.4	SRR12730732_k141_502670	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096732_k119_6160	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241855_k141_405551	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685276_k141_487132	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457765_k141_349113	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457735_k141_433838|provirus_39488_78423	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096732_k119_6160	Unknown	NA
Annotated_MAGs.concoct.4	UHO331_k141_34734	Unknown	NA
Annotated_MAGs.concoct.4	SRR7685276_k141_487132	Unknown	NA
Annotated_MAGs.concoct.4	SRR4096732_k119_6160	Unknown	NA
Annotated_MAGs.concoct.4	SRR7457735_k141_433838|provirus_39488_78423	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241690_k141_141995	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241904_k141_536989	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683043_k141_190316	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241904_k141_536989	Unknown	NA
Annotated_MAGs.concoct.4	SRR7683063_k141_1199176	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241858_k141_394556	Unknown	NA
Annotated_MAGs.concoct.4	UHO331_k141_354988	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241694_k141_246124|provirus_3_26471_1	Unknown	NA
Annotated_MAGs.concoct.4	ERR2241895_k141_489815	Unknown	NA
Annotated_MAGs.concoct.4	SRR6323153_k141_403627	Unknown	NA
Annotated_MAGs.concoct.43	ERR2241848_k141_590621	Unknown	NA
Annotated_MAGs.concoct.43	SRR6323260_k141_43231|provirus_3_36913	Unknown	NA
Annotated_MAGs.concoct.142	ERR2241864_k141_166757	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	UHO125_k141_18725|provirus_130_53861	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241915_k141_36100	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241895_k141_118663	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241890_k141_1107178|provirus_7232_51606	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241819_k141_386242	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241732_k141_39483	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	LH1_592_k141_16088	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241900_k141_149579	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	LH1_592_k141_16088	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241900_k141_149579	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241862_k141_355382	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241734_k141_274955	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	SRR7685246_k141_74180	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241664_k141_957695	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	LH1_557_k141_83084	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	ERR2241915_k141_36100	g_Lactobacillus	NA
Annotated_MAGs.concoct.142	SRR7685272_k141_806234	g_Lactobacillus	NA
